SYMBOL|SERIES|OPEN|HIGH|LOW|CLOSE|LAST|PREVCLOSE|TOTTRDQTY|TOTTRDVAL|TOTALTRADES
NHPC|N4|1128.70|1129.05|1128.7|1129.05|1129.05|1128|200|225775|3
NHPC|N5|1315.00|1315|1315|1315|1315|1321|20|26300|2
NHPC|N6|1440.00|1445|1435|1445|1445|1460|560|807740|20
NIACL|EQ|133.55|135.35|132|132.6|132.35|136.9|146519|19547885.35|3175
NIBL|EQ|24.90|25.85|22.5|23.2|22.5|24.3|29153|700889.85|318
NIDAN|SM|43.50|45.9|43.5|44.95|44.95|46.6|24000|1066900|22
NIFTYBEES|EQ|187.50|187.5|182.3|182.59|182.47|188|7366629|1353848177|88781
NIITLTD|EQ|430.00|430|396.5|399.55|398.25|436.3|1125013|467493307.3|29059
NILAINFRA|EQ|7.45|7.45|7.35|7.35|7.35|7.7|158588|1168241.1|352
NILASPACES|BE|4.40|4.4|4.1|4.1|4.1|4.3|157079|651311.35|537
NILKAMAL|EQ|2225.00|2248.85|2160.4|2219.7|2220|2246.95|3898|8557796.05|1766
NIPPOBATRY|EQ|450.00|462.95|441|443.5|441|464.15|6563|2964853.65|614
NIRAJ|EQ|32.15|32.15|30|30.4|30|32.25|16532|510327.9|292
NITCO|EQ|30.50|30.85|30.1|30.1|30.1|31.65|100639|3047180|529
NITINSPIN|EQ|298.00|298|278|281.95|283.5|302.4|234787|67226450|7481
NITIRAJ|EQ|68.80|68.9|63.15|63.45|63.5|70.15|19531|1281902.8|497
NKIND|BE|36.60|37.5|36.6|37.1|37.1|36.6|166|6166.7|12
NLCINDIA|EQ|74.30|75.4|69.1|70.6|69.95|75.85|5952205|434232395.4|28275
NMDC|EQ|156.00|157.3|152|152.75|152.35|158.15|13314771|2064212743|71848
NOCIL|EQ|220.35|220.35|205.3|207.15|205.9|220.65|644074|135949603.4|13827
NOIDATOLL|EQ|8.20|8.35|7.8|7.8|7.9|8.45|134827|1080686.8|462
NORBTEAEXP|EQ|8.00|8|8|8|8|8|161|1288|7
NOVARTIND|EQ|742.70|742.9|712.8|723.55|724.7|744.8|30671|22309137.1|1948
NPBET|EQ|195.99|195.99|187.1|190.43|189.05|197.49|1713|326980.49|113
NPST|SM|75.20|75.2|75.2|75.2|75.2|79.2|3200|240640|2
NRAIL|EQ|239.00|239|230|232.65|230|237.4|17202|4042312.65|527
NRBBEARING|EQ|158.75|158.75|149|149.75|149.7|160.7|227536|35017931.05|6147
NRL|SM|222.00|243.95|221.1|231.75|228.1|232.7|288000|66374400|135
NSIL|EQ|1665.00|1750|1651.85|1709.85|1677|1732.75|2237|3754578.05|651
NTPC|EQ|134.70|136.45|131.8|132.5|132|137.15|7705072|1032588130|71415
NTPC|N3|1357.00|1357|1357|1357|1357|1385|277|375889|2
NTPC|N7|13.90|14.4|13.9|14.08|14.08|14.09|73873|1047350.31|67
NTPC|NA|1280.00|1363|1280|1363|1363|1284|105|139392|3
NTPC|NC|1220.00|1220|1220|1220|1220|1220|25|30500|1
NTPC|ND|1305.00|1305|1305|1305|1305|1300.9|1|1305|1
NUCLEUS|EQ|490.00|491.4|461.1|464.65|467|495.15|58903|28109174.85|5217
NURECA|EQ|1500.00|1529|1450|1489.5|1498.75|1594.55|26759|40114332.35|6100
NUVOCO|EQ|380.00|397|377.1|394.95|395.1|401.05|316088|122890329.1|23180
NXTDIGITAL|EQ|402.40|402.4|385.05|387.4|387.2|411.95|8092|3189763.45|649
NYKAA|EQ|1601.40|1605|1492.05|1514.85|1516|1644.9|1604703|2462030328|110602
OAL|EQ|610.05|664.85|606|617.55|612|646.15|15056|9538875.6|2259
OBEROIRLTY|EQ|900.00|902.55|861|866.45|863|912.1|1320077|1166373748|40474
OCCL|EQ|875.00|880.35|850|858.2|865|885.1|7745|6705900.4|1013
OFSS|EQ|3600.05|3647.85|3505|3520.4|3517.95|3671.85|74736|268120542.3|9356
OIL|EQ|230.30|235.7|225|225.75|225.6|229.2|1860877|427061180.2|26960
OILCOUNTUB|EQ|9.20|9.2|8.4|8.5|8.5|9|18005|155320.45|218
OLECTRA|EQ|744.90|767.95|740|740.25|740|778.9|204479|153177988.2|8800
OMAXAUTO|EQ|49.05|51.9|48.35|50.5|51.9|51.55|39383|1975310.2|624
OMAXE|EQ|103.30|106.1|94.1|98.5|97|107.6|750645|76280967.65|16715
OMINFRAL|EQ|51.50|54|47.4|49.35|48.25|51.35|1515567|78839276.45|9434
OMKARCHEM|EQ|34.25|34.9|31.85|32.1|31.85|35.35|104201|3413480.75|717
ONELIFECAP|EQ|13.40|14.55|13.3|14|14|13.95|37194|512438.6|194
ONEPOINT|EQ|14.00|14|13.3|13.3|13.3|13.95|338944|4546131.65|704
ONGC|EQ|168.90|176.35|165.2|166.2|165.75|168.15|44604164|7558157425|222156
ONMOBILE|EQ|126.10|138|126.1|128.05|127.7|138.95|1843711|243469673.8|21974
ONWARDTEC|EQ|348.00|348|334.5|334.8|335|352.1|33663|11363433.2|1062
OPTIEMUS|EQ|324.35|324.35|289.9|294.8|295|327.75|335957|101730179.3|7127
OPTOCIRCUI|BZ|2.90|2.95|2.9|2.9|2.9|3.05|255446|740841|270
ORBTEXP|EQ|109.70|131.9|105.7|118.05|117|112.8|610130|75382847.55|28105
ORCHPHARMA|EQ|300.00|314.8|291.35|298.8|299|305.25|30971|9366256.1|1521
ORICONENT|EQ|37.00|38.85|35.55|36.65|37.25|38.05|398137|14799143.1|2835
ORIENTABRA|EQ|29.00|30.9|28|29.3|29.4|30.95|289326|8554053.2|1916
ORIENTALTL|BE|12.50|12.5|11.75|11.95|12|12.35|110168|1328829.45|275
ORIENTBELL|EQ|485.00|515.35|469|483.25|480.5|503.4|56754|27235913.4|2240
ORIENTCEM|EQ|164.90|164.9|160.5|160.9|161.5|167.85|400528|64908174.35|8452
ORIENTELEC|EQ|330.00|330.25|324.05|326.25|326.9|333.05|177102|57759775.55|9052
ORIENTHOT|EQ|53.05|54.45|51.5|52.15|52.3|54.75|305156|16160030.2|3180
ORIENTLTD|EQ|71.00|76.6|71|73.1|74.5|76.7|5885|432723.4|227
ORIENTPPR|EQ|30.65|30.95|28.6|29.45|29.4|31.45|736885|22217148.7|3152
ORISSAMINE|EQ|2825.00|2849.95|2677|2703.05|2699.85|2857.1|9901|27448646.35|1958
ORTEL|BZ|1.40|1.4|1.4|1.4|1.4|1.45|7000|9800|3
ORTINLAB|EQ|30.10|31|28.5|28.85|29.35|30.1|74882|2234973.85|777
OSIAHYPER|SM|241.00|274|241|274|274|279.5|800|206000|2
OSWALAGRO|EQ|30.80|30.95|30.4|30.4|30.4|32|51986|1584680.5|432
OSWALSEEDS|SM|81.00|88.5|81|88.5|88.5|85|8000|678000|2
PAEL|BZ|4.85|5.35|4.85|4.85|4.85|5.1|5983|30300.55|24
PAGEIND|EQ|39714.95|39850|38944.7|39129.3|39004.9|39803.3|19164|756069672.3|8876
PAISALO|EQ|719.40|719.4|681|690|686.9|719.4|18894|13216603.65|1026
PALASHSECU|BE|83.55|83.55|78|80|80|81.45|9547|765786.35|41
PALREDTEC|BE|252.75|252.75|244.6|246.7|246.05|257.45|22149|5437767.95|227
PANACEABIO|EQ|197.00|202|193.95|195.5|194.8|200.35|68406|13465315.15|2852
PANACHE|EQ|58.10|61.75|56.5|57.05|56.7|59.95|16528|965526.4|422
PANAMAPET|EQ|263.95|266.75|250|251|251.8|266.85|277376|71193681.1|8584
PANSARI|EQ|129.00|129|108.05|118.35|118|119.1|9744|1185893.95|449
PAR|EQ|144.05|159.95|144.05|150.5|152.5|154.7|46340|7011852.2|965
PARACABLES|BE|12.85|12.85|12.2|12.3|12.2|12.8|225202|2788034.75|583
PARAGMILK|EQ|109.40|111.75|104.5|105.75|104.95|112.4|416952|44784655.3|5701
PARAS|EQ|665.00|668.65|648|652.65|654.65|671.25|154033|101420806.6|11251
PARSVNATH|BE|18.60|18.75|18.4|18.4|18.4|19.35|115226|2122975.2|395
PARTYCRUS|SM|106.00|108|98.5|103.35|100|109|18000|1853200|9
PASUPTAC|EQ|42.50|43.5|39.45|40.05|39.75|43.2|326156|13603842.25|4167
PATELENG|BE|30.00|30|29.35|29.35|29.35|30.85|500538|14758152.3|1200
PATINTLOG|EQ|16.00|16.05|15.05|15.15|15.1|16.05|137587|2118492.05|609
PATINTPP|E1|6.40|6.4|5.85|5.9|6|6.45|76243|458195.05|140
PAYTM|EQ|895.95|895.95|860|863.5|862.4|906.5|1866242|1633080426|88543
PBAINFRA|EQ|15.60|15.6|15.6|15.6|15.6|16.4|2171|33867.6|52
PCBL|EQ|221.20|221.85|212.95|215.3|214.5|224.6|535217|116484291.1|11092
PCHFL|N2|1057.00|1058|1057|1057.44|1058|1057|50|52870|3
PCHFL|N6|1034.50|1034.5|1034.5|1034.5|1034.5|1040|100|103450|2
PCJEWELLER|EQ|24.80|24.9|23.65|23.8|23.85|25.15|1101349|26788692.05|3462
PDMJEPAPER|EQ|37.15|38.05|36.2|36.55|36.7|38.75|201136|7486175.9|2484
PDSMFL|EQ|1750.00|1783|1652|1683.6|1661|1786.85|7337|12640690.85|1067
PEARLPOLY|EQ|21.70|21.7|19.25|19.3|19.3|20.55|59243|1183475.3|482
PEL|EQ|2370.00|2370|2236.3|2255.4|2242.45|2422.4|706806|1624973298|49635
PENIND|EQ|39.80|39.8|36.15|36.5|36.5|40.7|1723774|65336077.05|6600
PENINLAND|BE|15.50|15.5|14.95|14.95|14.95|15.7|188492|2844771.85|268
PERFECT|SM|10.50|10.5|10.5|10.5|10.5|10.5|6000|63000|1
PERSISTENT|EQ|3970.00|4160.4|3902|3943.9|3964|4196.25|405561|1637458662|42938
PETRONET|EQ|220.40|224.9|215.15|216.05|215.6|223.55|2445999|539613667.7|28463
PFC|EQ|120.65|121.4|116.7|117.2|117.1|121.3|9013271|1075937036|42176
PFC|N5|1200.00|1205|1200|1205|1205|1185|43|51614|3
PFC|N6|1075.42|1076.21|1075.42|1076.21|1076.21|1090|10|10758.15|2
PFC|N8|1409.00|1450|1401|1414.99|1415|1405|1064|1512289|16
PFIZER|EQ|4400.00|4425.35|4300|4313.7|4321|4450.95|33204|144881668.7|5910
PFOCUS|EQ|86.35|86.35|85.6|85.6|85.6|90.1|29869|2560777|162
PFS|EQ|18.45|18.5|17.5|17.7|17.8|18.6|1298352|23300788.1|3538
PGEL|EQ|700.00|710|672|683.85|675|713.4|71911|50107423.9|11221
PGHH|EQ|15350.00|15695.65|15069.95|15375.75|15290|15384.4|10264|158533504.4|5407
PGHL|EQ|4900.00|4918.15|4795|4850.05|4861.1|4920.55|14002|67737229.4|3413
PGIL|EQ|483.50|498.95|464.15|471|475|498.9|15917|7650817.75|766
PGINVIT|IV|130.00|130|129|129.15|129.1|129.89|227759|29534944.15|1409
PHOENIXLTD|EQ|960.00|965.25|914.4|931.4|926|969.3|204534|192935509.8|26866
PIDILITIND|EQ|2399.00|2416.6|2365.4|2388.55|2380|2432.25|422290|1011696524|37378
PIIND|EQ|2475.00|2573.3|2460|2540.95|2540.15|2554.15|464411|1179798390|18649
PILANIINVS|EQ|1805.00|1811.95|1742|1751.25|1747.1|1824.1|4252|7566637.9|658
PILITA|BE|10.90|11|10.5|10.5|10.5|11.05|678692|7152411.35|2127
PIONDIST|EQ|167.00|167|161.7|162.2|161.7|170.4|7182|1177260.6|172
PIONEEREMB|EQ|54.50|54.5|51.8|52.6|52.8|54.75|124174|6590099.45|894
PITTIENG|EQ|264.00|264.7|243|245.35|243.7|274.55|261641|66708178.75|8887
PKTEA|BE|277.60|285|277.6|277.6|277.6|292.2|353|98259.85|48
PLASTIBLEN|EQ|236.00|238.7|218|223.75|218|240.85|55888|12938697.25|3304
PNB|EQ|38.10|38.4|37|37.1|37.15|39.75|68821970|2604424211|109155
PNBGILTS|EQ|64.95|64.95|63.3|63.7|63.75|65.85|297338|19072567.6|3593
PNBHOUSING|EQ|407.40|412.95|390.55|394.15|395|418.4|230794|92967851.15|7445
PNC|EQ|53.30|55.55|52|52.55|52.05|55.9|31352|1685880.75|883
PNCINFRA|EQ|273.35|278|268.4|275.5|273.55|290.4|608290|166976749.9|21794
PODDARHOUS|EQ|280.00|291.65|268.35|269.5|268.35|298.15|20404|5726798.2|1082
PODDARMENT|EQ|302.40|302.4|293|295.9|293|307.7|10770|3196997|374
POKARNA|EQ|701.30|730|685.1|701.1|700|731.6|73653|52062635.1|4264
POLICYBZR|EQ|750.00|770|750|763.95|765.95|778.9|510988|389506312.1|38925
POLYCAB|EQ|2253.00|2345.05|2253|2290.15|2290|2366.75|456213|1054392144|27584
POLYMED|EQ|764.00|780|726|767.4|751.5|780.3|89891|67486977.5|15371
POLYPLEX|EQ|2065.10|2141|2011.1|2038.65|2035|2099.4|333867|695653666.3|32987
PONNIERODE|EQ|241.10|245.6|231.1|231.8|233|246|16674|3939688.1|749
POONAWALLA|EQ|244.40|257.95|240|242.85|241.5|253.9|4058127|1006992995|37589
POWERGRID|EQ|206.95|206.95|201.25|201.85|201.95|207.8|9082032|1852666210|82524
POWERINDIA|EQ|2770.00|2940|2725.65|2830.5|2835|2824.4|67367|191942955.7|13340
POWERMECH|EQ|920.00|920|896.7|903.05|900|924.35|15664|14189664.35|1677
PPAP|EQ|214.75|218.1|199.65|202.85|201.6|224.35|47685|9881668.1|1343
PPL|EQ|149.90|150.1|146|146.25|146|157.55|169049|25033926.35|3999
PRAENG|BE|17.80|18.5|17.8|17.8|17.8|18.7|92813|1659991.15|213
PRAJIND|EQ|378.00|380|347.8|349.85|351.25|385.2|1806826|650030911.1|49355
PRAKASH|EQ|63.00|63.4|60.5|60.9|61.75|64.3|1185439|73391709|8030
PRAKASHSTL|EQ|5.80|5.8|5.75|5.75|5.75|6.05|796750|4584413.85|2481
PRAXIS|EQ|69.65|69.65|63.25|63.95|64.8|66.5|14882|972116.65|166
PRECAM|EQ|153.95|158.4|145.65|148.95|147.9|162.3|488235|75011003.9|23623
PRECISION|ST|50.95|52.8|50.95|50.95|50.95|53.6|132000|6768200|66
PRECOT|EQ|347.00|347|321.2|325.35|329|352.05|18605|6216528.55|595
PRECWIRE|BE|100.00|103|99.1|99.1|99.1|104.75|95637|9537824.45|2014
PREMEXPLN|EQ|259.85|259.85|241.55|242.65|241.55|254.25|33508|8267474.6|628
PREMIER|BE|5.25|5.75|5.25|5.45|5.6|5.5|43558|241441.1|195
PREMIERPOL|EQ|76.00|78.5|74|75.65|75.65|78.65|15324|1169005.6|586
PRESSMN|EQ|39.30|40.45|37.15|38.95|38.55|41.15|212767|8287861.05|1330
PRESTIGE|EQ|444.55|450|432.3|436.95|433.8|454.1|609391|268428273.3|27814
PRICOLLTD|EQ|125.90|125.9|114.35|116.75|116.55|127.5|1432610|174054599.2|17950
PRIMESECU|EQ|108.00|110.4|105.3|105.55|105.35|111.3|15231|1630438.05|543
PRINCEPIPE|EQ|670.00|675|656|660.3|662.2|682.3|183702|122207222.8|17496
PRITI|SM|70.55|70.55|70.55|70.55|70.55|74.15|3200|225760|1
PRITIKAUTO|EQ|17.20|17.7|16.7|17.05|17|17.8|167838|2866981.5|673
PRIVISCL|EQ|1850.00|1930.15|1812.05|1842.8|1841.9|1874.9|28579|53182130.5|5848
PROZONINTU|BE|28.25|29.75|28.1|28.1|28.1|29.55|273242|7768260.7|1066
PRSMJOHNSN|EQ|122.15|125.4|117.5|118.3|119|127|647242|78003926.45|9738
PSB|EQ|16.20|16.3|15.2|15.6|15.7|16.5|639563|10141073.45|2106
PSPPROJECT|EQ|550.00|554.9|525|527.35|527|560|221264|119241541.7|13018
PSUBNKBEES|EQ|32.05|32.05|30.31|30.45|30.35|32.29|1991389|61718391.67|6558
PTC|EQ|93.35|94.2|91.7|92.35|93|95.35|582531|54088846.25|9157
PTL|EQ|31.50|32|30.1|30.45|30.5|32.1|202450|6258777.75|2410
PULZ|SM|35.50|35.5|33.95|33.95|33.95|35.7|52000|1787600|11
PUNJABCHEM|EQ|1410.10|1470|1398.9|1436.95|1448|1476.65|8052|11545657.7|1922
PUNJLLOYD|BZ|2.80|2.8|2.8|2.8|2.8|2.9|116991|327574.8|201
PURVA|EQ|127.55|128|118.5|120.45|119.5|132.95|349653|43000545.75|8234
PVP|EQ|5.10|5.55|5.1|5.55|5.55|5.3|63275|344876.25|92
PVR|EQ|1590.10|1635|1575.85|1597.55|1595.95|1620.55|790504|1272030563|30882
QGOLDHALF|EQ|42.12|42.7|42.11|42.55|42.49|41.89|58897|2501792.85|289
QNIFTY|EQ|1787.00|1787|1767|1769.1|1767|1813|179|317672.55|55
QUADPRO|SM|11.25|11.5|11.25|11.45|11.45|11.45|18000|205200|3
QUESS|EQ|633.85|633.85|558|582.8|570|641.3|1395567|831445374.4|59967
QUICKHEAL|EQ|199.00|202|194.05|195.7|198.3|204.95|97100|19290675.05|3693
QUINTEGRA|BE|1.85|1.85|1.75|1.85|1.85|1.8|105260|193900.8|179
RADAAN|BE|1.45|1.45|1.45|1.45|1.45|1.5|11020|15979|10
RADICO|EQ|922.90|950.5|905.55|921.35|913.95|960.15|575871|533416133.3|32792
RADIOCITY|EQ|24.25|24.5|24|24|24.1|24.7|1165770|28235161.25|892
RAILTEL|EQ|110.00|110.8|89.2|106.65|106.55|111.5|1009230|107481425.1|22484
RAIN|EQ|226.95|229.55|213|216.35|215|232.2|2981883|666867369.2|24545
RAJESHEXPO|EQ|879.90|884|815|819.3|816.5|884.3|110516|92293646.2|10940
RAJMET|EQ|205.00|244.9|198.1|229.3|226.5|205.6|102810|23350034.75|2060
RAJRATAN|BE|2449.95|2500|2382.05|2400.3|2382.05|2507.4|5018|12087402.85|937
RAJSREESUG|BE|29.50|30|29.15|29.15|29.15|30.65|24938|730891.7|188
RAJTV|BE|42.70|42.7|40.65|40.7|40.7|42.75|1433|58898.2|26
RAJVIR|BZ|8.10|8.6|8.1|8.1|8.1|8.5|4077|33035.7|11
RALLIS|EQ|248.10|249.8|243|243.85|244.65|248.6|278011|68547886.4|6314
RAMANEWS|EQ|19.05|19.85|18.7|18.85|18.8|19.65|62322|1180233.15|477
RAMASTEEL|EQ|352.00|359|338.1|342.7|338.1|355.85|188177|65841326.85|6533
RAMCOCEM|EQ|855.00|862.35|833.05|836.5|836|872.9|155690|132074199.7|9252
RAMCOIND|EQ|235.10|236.4|225|226.5|225|239|62855|14521305.3|2274
RAMCOSYS|EQ|359.00|367.45|337.2|340.9|342|385.6|242308|85787611.35|11695
RAMKY|EQ|217.30|247|217.3|222.25|222.1|225.9|170343|38578334.1|5658
RANASUG|EQ|29.00|29.5|27.5|27.7|27.65|30.1|2069580|59030955.35|8005
RANEENGINE|EQ|276.30|278.1|265.1|265.7|265.5|282.45|7573|2044329.2|520
RANEHOLDIN|EQ|602.00|602.85|585.25|597.15|598|608.15|21710|12961260.45|800
RATEGAIN|EQ|363.40|369.55|339|341.75|342|373.75|460834|162742058|15232
RATNAMANI|EQ|2065.00|2145|2057.65|2106.65|2100|2136|9558|20098446.25|2715
RAYMOND|EQ|713.75|718|686|693.1|690|729.7|372137|262020446.7|14706
RBL|EQ|773.00|778.65|735.05|740.2|736|772.55|9090|6904983.1|1136
RBLBANK|EQ|138.10|140.9|134.5|135.25|134.95|141.8|13338417|1840363738|61516
RCF|EQ|78.00|78.85|74.05|74.75|74.5|80.55|3095692|238061913.1|20403
RCOM|BE|3.20|3.2|3.2|3.2|3.2|3.35|3589391|11486051.2|9494
RECLTD|EQ|137.45|137.7|133.1|133.75|133.15|138.95|6669220|901548202.1|33889
RECLTD|N1|1034.25|1044.75|1034.25|1034.81|1034.81|1034.11|85|87985.15|4
RECLTD|N9|1245.55|1245.55|1236.1|1242.58|1242.25|1245.5|938|1167413.15|13
RECLTD|NE|1082.01|1085.41|1081.94|1085.41|1085.41|1098|1005|1087395.05|3
RECLTD|NG|1425.50|1425.5|1425.5|1425.5|1425.5|1425|10|14255|1
RECLTD|NI|1215.00|1219|1210|1210.02|1210.02|1219.9|2690|3260105.04|9
REDINGTON|EQ|165.55|168.4|161.05|162.25|162.4|170.7|5138938|848865160.9|111797
REFEX|EQ|124.05|127.5|123|123.65|124.4|129.6|80476|10052194.15|1787
REGENCERAM|BE|1.95|1.95|1.95|1.95|1.95|1.9|2499|4873.05|5
RELAXO|EQ|1253.00|1287.6|1245.05|1266.3|1265.55|1295.2|139998|177075216.8|19589
RELCAPITAL|EQ|13.80|14.2|13.8|13.8|13.8|14.5|1762996|24360809.3|4125
RELIABLE|SM|49.20|50|49.2|50|50|51.75|4800|238080|2
RELIANCE|EQ|2340.25|2354.95|2313|2338.55|2332|2376.4|4947109|11566867666|219862
RELIGARE|EQ|129.65|129.65|122|122.15|122.1|130.95|575019|71729419.2|4954
RELINFRA|EQ|120.60|120.6|120.6|120.6|120.6|134|974557|117531574.2|4956
REMSONSIND|EQ|220.35|220.35|206.5|214.55|215.7|220.35|11532|2442779.15|467
RENUKA|EQ|36.15|38.5|34.3|35.45|35.25|36.8|18990825|694302591|37082
REPCOHOME|EQ|265.00|270|256|259.4|258.1|273.4|83528|21938244.65|3329
REPL|EQ|221.00|221|212|213.5|214|222.85|45067|9756777.55|2139
REPRO|EQ|499.80|499.8|460.35|464.05|465|498.5|16209|7754140.6|746
RESPONIND|EQ|194.70|194.7|190|190.05|190.15|195.65|247523|47221807.05|2477
REVATHI|EQ|775.05|775.05|715|719.85|718|792.75|12617|9185549.9|771
REXPIPES|SM|40.50|41.95|40.05|40.5|40.5|40.9|20000|814000|5
RGL|EQ|853.10|905.8|853.1|865.2|868|910.45|33622|29453214.15|1893
RHFL|BE|4.70|4.7|4.7|4.7|4.7|4.9|265368|1247229.6|1210
RHFL|N6|252.00|260|251|254.52|254.52|262.5|233|59300.4|10
RHFL|N8|134.00|153.99|123.13|153.99|153.99|144|444|57957.12|13
RHIM|EQ|462.00|514|456.1|494|485.8|486.05|1548827|766322573.3|58916
RICOAUTO|EQ|41.00|41.05|39|39.4|39.65|41.35|298180|11961535.6|2542
RIIL|EQ|853.80|853.8|775|785.15|781|868.95|559136|458927760.2|21009
RITES|EQ|258.90|258.9|252.35|256.1|256|259.55|127412|32491395.7|4647
RKDL|BE|8.75|8.75|8.35|8.35|8.35|8.75|25016|209609.5|110
RKEC|EQ|63.80|64.3|56.95|60.8|61|64.85|91368|5641501.3|1249
RKFORGE|EQ|905.00|924|859|869.35|868|934.1|104957|93523817.85|7341
RMCL|BZ|2.90|2.9|2.9|2.9|2.9|3.05|20085|58246.5|81
RMDRIP|SM|14.05|14.05|14.05|14.05|14.05|14.75|10000|140500|5
RML|EQ|392.00|397.95|381.5|384.6|382|409.45|40814|15919628.55|2236
RNAVAL|BZ|3.20|3.35|3.2|3.2|3.2|3.35|791980|2536604.9|539
ROHITFERRO|BE|30.50|30.5|29.6|29.6|29.6|31.15|98753|2953742|214
ROHLTD|EQ|94.45|94.45|89.05|90|90|93.85|52577|4824740.2|757
ROLEXRINGS|EQ|1190.00|1258.3|1190|1215.15|1215.1|1259.4|33607|41218497.45|6875
ROLLT|BE|3.15|3.15|2.95|2.95|2.95|3.1|693198|2058036|639
ROLTA|EQ|6.60|6.75|6.55|6.55|6.55|6.85|290848|1909691.2|596
ROML|EQ|68.00|71|66.35|67|68.35|70.55|6604|449510.8|244
ROSSARI|EQ|1101.00|1139.45|1090|1131.5|1135|1146.95|46650|52239236.95|9486
ROSSELLIND|EQ|135.00|135|132|133.35|133.45|136.75|42864|5695307.15|1325
ROUTE|EQ|1582.00|1650|1580.5|1590.5|1597|1673.5|142469|229617409.4|16066
RPGLIFE|EQ|552.00|570|545.55|548.95|546|577.75|21316|11823694.3|2225
RPOWER|EQ|15.20|15.2|15.2|15.2|15.2|15.95|4034965|61331468|14374
RPPINFRA|EQ|58.15|59|56|56.75|56.5|59.15|105413|6006547.1|1671
RPPL|EQ|205.00|207.85|192.1|197.6|196.2|211|17002|3392687.85|522
RPSGVENT|EQ|660.00|681.3|655.05|667.05|665|691.3|31684|21212012.1|3618
RSSOFTWARE|EQ|37.90|38.75|35.3|36|36.5|38.9|72995|2707615.4|1118
RSWM|EQ|460.00|468|445.3|447.3|446|474.4|88946|40692294.6|7419
RSYSTEMS|EQ|273.10|279|265.55|268.1|266|282.75|50144|13496171.6|5245
RTNINDIA|EQ|50.00|50.8|47.2|48.1|47.95|51.25|1822430|89517186.85|11353
RTNPOWER|BE|6.05|6.15|6|6|6|6.3|6794715|40997034.2|14709
RUBYMILLS|EQ|396.00|417.3|380|382.55|382.55|402.1|66730|26521243.95|5423
RUCHI|EQ|839.00|908.5|820.55|832.8|824.85|823.15|244202|214428119.5|24044
RUCHINFRA|BE|10.30|10.3|9.7|9.7|9.7|10.2|142889|1397158.4|556
RUCHIRA|EQ|84.60|84.6|77.25|78.25|77.35|84.6|68771|5506978.8|2054
RUPA|EQ|481.00|487.4|465|466.8|466.8|491.85|634857|302377705.2|22030
RUSHIL|EQ|362.00|375.7|350|354.1|352.4|386.35|104621|37790566.35|2964
RVHL|EQ|28.40|28.45|25.1|25.85|25.1|27.85|42437|1110610.7|330
RVNL|EQ|34.05|34.05|33.1|33.5|33.45|34.65|4169496|139542289.9|16407
S&SPOWER|BE|23.10|23.1|23.1|23.1|23.1|24.3|505|11665.5|14
SABTN|BE|2.25|2.25|2.2|2.25|2.25|2.3|21496|47874|13
SADBHAV|EQ|36.50|36.5|32.35|34.6|34.85|37|498409|17746003.9|3100
SADBHIN|EQ|12.85|13|12.45|12.55|12.55|13.1|526433|6703907.45|1429
SAFARI|EQ|866.10|922.2|852.1|885.55|889.85|890.35|10344|9238254.6|1702
SAGARDEEP|BE|69.00|71.45|68.8|70.1|70.15|68.05|434522|30396584.1|4096
SAGCEM|EQ|238.10|253.25|238.1|247.1|252.75|253.2|100024|24800089.65|3406
SAIL|EQ|100.00|100.3|95.5|96.15|95.95|101.75|32544033|3186635067|141593
SAKAR|EQ|120.35|133|118.75|122.7|123|127.05|44320|5395586.6|873
SAKHTISUG|BE|16.65|16.65|15.95|15.95|15.95|16.75|86589|1387101.05|299
SAKSOFT|EQ|907.00|942.55|860.35|879.5|889|944.7|31779|28759992.45|4380
SAKUMA|EQ|11.55|12.95|11.35|11.85|11.95|12.55|712016|8578219.35|1522
SALASAR|EQ|224.25|224.25|214.75|216.45|216.9|227.25|27991|6136829.05|1539
SALONA|EQ|298.00|310|270|278.6|270.2|303.45|16554|4810184.95|894
SALSTEEL|EQ|11.40|11.4|11.4|11.4|11.4|11.95|95644|1090341.6|608
SALZERELEC|EQ|198.80|199.75|191|191.9|192.2|201.8|63575|12443356.75|2713
SAMBHAAV|BE|5.10|5.1|4.7|4.75|4.75|4.9|65723|319274.8|269
SANCO|BE|14.25|14.25|13.8|13.8|13.8|14.5|21780|302732.2|166
SANDESH|EQ|726.55|739.45|718.3|725.25|725|747.05|1116|812307.95|112
SANDHAR|EQ|240.00|241.05|232|233.05|232.4|243.8|41718|9828235.8|2129
SANGAMIND|EQ|345.00|345.15|320.1|328.35|324|350.25|44741|15019836.6|1519
SANGHIIND|EQ|54.40|54.6|53.7|53.8|53.8|55.15|477417|25791681.1|2127
SANGHVIMOV|EQ|220.20|225.7|211|215.15|214|220.25|100395|21840136|4599
SANGINITA|EQ|25.40|25.4|22.45|23.35|23.5|24.85|75617|1771329.6|534
SANOFI|EQ|7200.00|7300|7200|7275.2|7283|7257.15|4401|31874515.7|1548
SANSERA|EQ|676.75|684.95|651.55|680.1|681.35|678|25490|17180638.75|5370
SANWARIA|BZ|1.15|1.2|1.15|1.15|1.15|1.2|1118135|1285901.8|1518
SAPPHIRE|EQ|1489.00|1540|1382|1431.05|1418|1440.65|731927|1069252706|66655
SARDAEN|EQ|801.00|854|801|819.7|823.1|865.35|62274|51742005.65|4765
